OrganisationLabel,OrganisationURI,EffectiveDate,UPRN,AssetCode,PropertyName,StreetNumber,StreetName,PostTown,PostCode,CoordinateReferenceSystem,GeoX,GeoY,TenureType,TenureDetail,OtherDetail,HoldingType,BuildingSize,LandArea,EnergyRating
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070463993,TMBC0224/TN000077,Timperley Library,405,Stockport Road,Timperley,WA15 7XR,WGS84,-2.315695,53.398559,Freehold,Owner Occupied,,Buildings,623,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070448002,TMBC0225/J0000055,"Urmston Library, Golden Way",34,Golden Way,Urmston,M41 0NA,WGS84,-2.354722,53.449093,Freehold,Owner Occupied,,Buildings,1957.47,,B
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012711287,TMBC0226/J0000020,Woodsend Library,155,Woodsend Road,Flixton,M41 8GN,WGS84,-2.393564,53.455189,Freehold,Owner Occupied,,Buildings,283,,D
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0227,Altrincham Market Hall & Place,,Greenwood Street,Altrincham,WA14 1SA,WGS84,-2.351878,53.387467,Freehold,Leasehold Out,,Buildings,1342,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0228/J0000016,Greenwood Street - Basement of Altrincham Market,,Greenwood Street,Altrincham,WA14 1SA,WGS84,-2.351878,53.387467,Freehold,Leasehold Out,,Buildings,88,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0229,Devisdale,,Groby Road,Bowdon,WA14 2BX,,,,Freehold,Owner Occupied,,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070405081,TMBC0230/P0000002,Abbotsfield Park (Female Bowls Clubhouse),,Chassen Road,Flixton,M41 9DZ,WGS84,-2.366531,53.444329,Freehold,Owner Occupied,,Land/Buildings,302,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070405081,TMBC0231/J0000168,Abbotsfield Park (Male Bowls Clubhouse),,,Flixton,M41,,,,Freehold,Vacant,,Land/Buildings,302,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070405081,TMBC0232/J0000077,Abbotsfield Park (Model Railway Buildings),,,Flixton,M41,,,,Freehold,Vacant,,Land/Buildings,302,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0233/J0000077,Ashley Road Bowls Clubhouse(Incorporates public toilets),,Ashley Road,Hale,WA14 2LX,WGS84,-2.351681,53.379899,Freehold,Owner Occupied,,Land/Buildings,134,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0234/J0000077,Ashton Park Female Bowls Clubhouse,,Glebelands Road,Sale,M33 5QU,WGS84,-2.334064,53.43185,Freehold,Owner Occupied,,Land/Buildings,17.22,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0235/J0000087,"Ashton Park Male Bowls Clubhouse, Football Changing Rooms and Parks",,Glebelands Road,Sale,M33 5QU,WGS84,-2.334064,53.43185,Freehold,Owner Occupied,,Land/Buildings,17,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070404708,TMBC0236/J0000073,Barton Clough - New Build (Football Changing Rooms),,Audley Avenue,Stretford,M32 9TG,WGS84,-2.334726,53.456791,Freehold,Owner Occupied,,Land/Buildings,168.96,,C
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070446230,TMBC0237/J0000073,Beech Ave (Football Changing Rooms/Toilets),,Langham Grove,Timperley,WA15 6DY,WGS84,-2.320768,53.403141,Freehold,Other,Leisure,Land/Buildings,147,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0238/J0000104,Broadway Park (Football Changing Rooms),,Broadway,Urmston,M41 7NN,WGS84,-2.371416,53.459071,Freehold,Other,Leisure,Land/Buildings,77,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0239/J0000100,Chassen Rd Playing Fields (Football Changing Rooms),,Chassen Road,Flixton,M41 5DL,WGS84,-2.371364,53.44782,Freehold,Other,Leisure,Land/Buildings,41.86,,D
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,200000341477,TMBC0240/J0000153,Davyhulme Park (Bowls Social Club/Public Toilets and Parks Store Ameneties and Bowls Clubhouse),,Crofts Bank Road,Urmston,M41 0US,WGS84,-2.355098,53.452669,Freehold,Other,Undocumented Tenancy,Land/Buildings,218,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100011627919,TMBC0241/J0000050,De Quincey Park (No Buildings),,De Quincey Road,Timperley,WA14 5PJ,WGS84,-2.349316,53.406926,Freehold,Other,Undocumented Tenancy,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012892988,TMBC0242/J0000050,"Denzell Gardens, Derelict store",,,Altrincham,WA14,,,,Freehold,Vacant,,Land/Buildings,48,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012892988,TMBC0243,"Denzell Gardens, Public Toilets with private flat above",157,Dunham Road,Altrincham,WA14 4QE,WGS84,-2.371818,53.382534,Freehold,Leasehold Out,,Land/Buildings,168,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012710360,TMBC0244/J0000085,Flixton House - Garages/Stores shared with parks,,Flixton Road,Flixton,M41 5GJ,WGS84,-2.383185,53.446405,Freehold,Owner Occupied,,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012710360,TMBC0245/J0000085,Flixton Park Barn (Garage/Store),,Flixton Road,Flixton,M41 5GJ,WGS84,-2.383185,53.446405,Freehold,Owner Occupied,,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100012710360,TMBC0246/J0000040,Flixton Park Barn Parks garage and ameneties attached to Flixton House,,Flixton Road,Flixton,M41 5GJ,WGS84,-2.383185,53.446405,Freehold,Owner Occupied,,Land/Buildings,257,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,200000341740,TMBC0247/J0000057,"Golden Hill Park Bowls Clubhouse, public toilets and parks amenities",,Winifred Road,Urmston,M41 5FT,WGS84,-2.355533,53.450823,Freehold,Other,Undocumented Tenancy,Land/Buildings,62,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,200000341056,TMBC0248/J0000057,Gorse Hill Park Entrance Lodge,,,Stretford,M32,,,,Freehold,Vacant,,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,200000341056,TMBC0249/J0000229,Gorse Hill Park Entrance Lodge (2 Blocks),,,Stretford,M32,,,,Freehold,Vacant,,Land/Buildings,247,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070454251,TMBC0250/J0000140,"Grove Park, Football Changing Rooms",,Long Hey,Hale,WA15 8JJ,WGS84,-2.325126,53.380963,Freehold,Other,Leisure,Land/Buildings,52,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070446233,TMBC0251/J0000140,Hale Road Bowls Clubhouse,,Hale Road,Hale,WA15 8DG,WGS84,-2.332357,53.379082,Freehold,Other,Undocumented Tenancy,Land/Buildings,20,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0252/J0000060,"Halecroft Park, Football Changing Rooms, public toilets & Park's store.",,Wicker Lane,Hale Barns,WA15 0HE,WGS84,-2.320334,53.371448,Freehold,Other,Leisure,Land/Buildings,97,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0253/J0000099,Hullard Park Parks Amenities,,Northumberland Road,Old Trafford,M16 9DP,WGS84,-2.26888,53.463258,Freehold,Other,Undocumented Tenancy,Land/Buildings,192,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0254/J0000058,Hullard Park Bowls Clubhouse,,Northumberland Road,Old Trafford,M16 9DP,WGS84,-2.26888,53.463258,Freehold,Other,Undocumented Tenancy,Land/Buildings,192,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100011636585,TMBC0255/J0000075,"John Leigh, Bowls Clubhouse",,Oldfield Road,Broadheath,WA14 4EQ,WGS84,-2.354479,53.392825,Freehold,Other,Undocumented Tenancy,Land/Buildings,133,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100011636585,TMBC0256/J0000075,"John Leigh, Park Amenities with garage",,Oldfield Road,Broadheath,WA14 4EQ,WGS84,-2.354479,53.392825,Freehold,Owner Occupied,,Land/Buildings,133,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,100011636585,TMBC0257/J0000053,"John Leigh, Public Toilet",,Oldfield Road,Broadheath,WA14 4EQ,WGS84,-2.354479,53.392825,Freehold,Owner Occupied,,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0258/J0000053,"King George V Angling Pool, Public toilets/office and store",,Dirt Track off Urban Road,Altrincham,WA15 8HT,WGS84,-2.341569,53.386139,Freehold,Other,Undocumented Tenancy,Land/Buildings,33,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0259/J0000152,Longford Park (8 Blocks) Old Stables: Parks Stores and Scouts,,Ryebank Road,Stretford,M21 9TA,WGS84,-2.292012,53.4482,Freehold,Leasehold Out,,Land/Buildings,3882,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0260/J0000152,"Longford Park, Barn: Parks, Trafford College and Scouts",,Ryebank Road,Stretford,M21 9TA,WGS84,-2.292012,53.4482,Freehold,Owner Occupied,,Land/Buildings,3882,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0261/J0000014,"Longford Park, Male Vets and Ladies Bowls Clubhouse",,Ryebank Road,Stretford,M21 9TA,WGS84,-2.292012,53.4482,Freehold,Other,Undocumented Tenancy,Land/Buildings,3882,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0262/J0000014,"Longford Park, Parks Amenities and Trafford College",,Ryebank Road,Stretford,M21 9TA,WGS84,-2.292012,53.4482,Freehold,Other,Undocumented Tenancy,Land/Buildings,3882,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070455201,TMBC0263/J0000014,"Longford Park, Public toilets",,,Stretford,M21,,,,Freehold,Vacant,,Land/Buildings,3882,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10025145609,TMBC0264/J0000014,"Longford Park, Shelter",,Ryebank Road,Stretford,M21 9TA,WGS84,-2.292012,53.4482,Freehold,Other,Parks,Land/Buildings,3882,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10025145610,TMBC0265/J0000014,"Longford Park, Shelter",,Ryebank Road,Stretford,M21 9TA,WGS84,-2.292012,53.4482,Freehold,Other,Parks,Land/Buildings,3882,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070405332,TMBC0266/J0000014,"Longford Park, Pets Corner",,Ryebank Road,Stretford,M21 9TA,WGS84,-2.292012,53.4482,Freehold,Other,Undocumented Tenancy,Land/Buildings,3882,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070447607,TMBC0267/J0000014,Lostock Park,,Curzon Road,Stretford,M32 9TW,WGS84,-2.328908,53.456142,Freehold,Other,Parks,Land/Buildings,85,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0268/J0000014,Manor Avenue (FootbalL Changing Rooms),,Manor Avenue,Sale,M33 4NP,WGS84,-2.35282,53.42127,Freehold,Other,Leisure,Land/Buildings,84,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0269/J0000132,Moor Nook Park Bowls Clubhouse & Football Changing Rooms,,Norris Road,Sale,M33 2TN,WGS84,-2.306058,53.415121,Freehold,Other,Undocumented Tenancy,Land/Buildings,80.84,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0270/J0000071,Moss Park (No Buildings),,Bradford Road,Stretford,M32 9HR,WGS84,-2.32136,53.44917,Freehold,Other,Parks,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0271/J0000065,Navigation recreation pavillion (2 Blocks) Bowls Clubhouse,,Navigation Road,Altrincham,WA14 1LJ,WGS84,-2.344694,53.397115,Freehold,Other,Undocumented Tenancy,Land/Buildings,78,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0272/J0000220,Navigation recreation pavillion (2 Blocks) Football Changing Rooms,,Navigation Road,Altrincham,WA14 1LJ,WGS84,-2.346083,53.396904,Freehold,Other,Leisure,Land/Buildings,77.86,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0273/J0000079,Newton Park (No Buildings),,Leys Road,Timperley,WA14 5AT,WGS84,-2.34217,53.40647,Freehold,Other,Parks,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0274/J0000079,Partington Bowls Clubhouse (Cross Lane Park),,Chapel Lane,Partington,M31 4ES,WGS84,-2.4260100000000002,53.41433,Freehold,Other,Undocumented Tenancy,Land/Buildings,,,B
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070446306,TMBC0275/J0000078,Partington Playing Fields (2 Blocks) Boxing Club & Football Changing Rooms (Cross Road Park),,Chapel Lane,Partington,M31 4ES,WGS84,-2.42815,53.41349,Freehold,Other,Leisure,Land/Buildings,232,,B
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0276/J0000067,"Pickering Lodge Park, Parks amenities",,Moss Lane,Timperley,WA15 6LE,WGS84,-2.33474,53.39833,Freehold,Other,Parks,Land/Buildings,91,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0277/J0000015,Queens Rd Playing Fields,,Queens Road,Urmston,M41 9HB,WGS84,-2.35345,53.43831,Freehold,Other,Parks,Land/Buildings,290,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0278/J0000015,Riddings Acre Park,,Riddings Road,Timperley,WA15 6BW,WGS84,-2.33161,53.404775,Freehold,Other,Parks,Land/Buildings,26,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070406602,TMBC0279/J0000076,Seymour Park,,Seymour Grove,Old Trafford,M16 9QE,WGS84,-2.27257,53.45979,Freehold,Other,Parks,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070466047,TMBC0280/J0000098,Stamford Park (2 Blocks),,Mayors Road,Altrincham,WA15 9RP,WGS84,-2.34171,53.38416,Freehold,Other,Parks,Land/Buildings,162,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070408580,TMBC0281,Turn Moss Playing Fields (4 Blocks) Football Changing rooms,,Turn Moss Road,Stretford,M32 8QD,WGS84,-2.29519,53.44071,Freehold,Other,Leisure,Land/Buildings,457,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070408580,TMBC0282/J0000101,"Turn Moss Playing Fields, Garage Store",,Turn Moss Road,Stretford,M32 8QD,WGS84,-2.29519,53.44071,Freehold,Owner Occupied,,Land/Buildings,457,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070408580,TMBC0283/J0000074,"Turn Moss Playing Fields, Park Store",,Turn Moss Road,Stretford,M32 8QD,WGS84,-2.29519,53.44071,Freehold,Owner Occupied,,Land/Buildings,457,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070408580,TMBC0284/J0000074,"Turn Moss Playing Fields, Parks Amenities and Groundsmans House",,,Stretford,M32,,,,Freehold,Vacant,,Land/Buildings,457,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070491791,TMBC0285/J0000074,"Victoria Park (5 Blocks) Bowls Clubhouse/Parks Amenities, Clubhouse store, Female Bowls Clubhouse, Public Toilets and Park Staff Toilets",2,Victoria Road,Stretford,M32 0AD,WGS84,-2.29519,53.44071,Freehold,Leasehold Out,,Land/Buildings,177.85,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070491791,TMBC0286/J0000074,"Victoria Park, Female Bowls Clubhouse",2,Victoria Road,Stretford,M32 0AD,WGS84,-2.29519,53.44071,Freehold,Other,Undocumented Tenancy,Land/Buildings,54.85,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0287/J0000072,"Victoria Park, Park Staff Toilets",2,Victoria Road,Stretford,M32 0AD,WGS84,-2.29519,53.44071,Freehold,Owner Occupied,,Land/Buildings,2.69,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0288/J0000072,"Victoria Park, Pavilion Store",2,Victoria Road,Stretford,M32 0AD,WGS84,-2.29519,53.44071,Freehold,Owner Occupied,,Land/Buildings,35.62,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0289/J0000072,"Victoria Park, Public Toilets",2,Victoria Road,Stretford,M32 0AD,WGS84,-2.29519,53.44071,Freehold,Owner Occupied,,Land/Buildings,10.6,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0290/J0000072,Walkden Gardens (Dove Cote),,,Sale,M33,,,,Freehold,Vacant,,Land/Buildings,237,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0291/J0000072,Walton Park (2 Blocks) Football Changing Rooms/public toilets,37,Walton Road,Sale,M33 4FG,WGS84,-2.32942,53.41489,Leasehold,Other,Leisure,Land/Buildings,159,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0292/P0000123,"Walton Park Parks, Bowls Clubhouse",37,Walton Road,Sale,M33 4FG,WGS84,-2.32942,53.41489,Freehold,Other,Undocumented Tenancy,Land/Buildings,159,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070491651,TMBC0293/J0000052,Weathercock Farm (Sports Pavilion),,Firs Road,Sale,M33 5EH,WGS84,-2.34445,53.42548,Freehold,Other,Undocumented Tenancy,Land/Buildings,49,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0294/J0000052,"Woodheys Park,(1Block)Woodheys Pavilion/Conference room, pitch and putt/public toilets",4,Kenmore Road,Sale,M33 4LP,WGS84,-2.35383,53.41029,Freehold,Other,Undocumented Tenancy,Land/Buildings,134,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0295/J0000056,Woodsend Fields (Football Changing Rooms) Integrated with Community Centre,,Woodsend Road,Flixton,M41 8AD,WGS84,-2.3537,53.41034,Freehold,Owner Occupied,,Land/Buildings,211.15,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0296/J0000063,Worthington Park (3 Blocks) Bowls Clubhouse/parks amenities,,Broad Road,Sale,M33 2DQ,WGS84,-2.30759,53.42507,Freehold,Owner Occupied,,Land/Buildings,214,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0297/J0000066,"Worthington Park, Female Clubhouse",,Broad Road,Sale,M33 2DQ,,,,Freehold,Other,Undocumented Tenancy,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0298/J0000151,"Worthington Park, Public toilets",,Broad Road,Sale,M33 2DQ,,,,Freehold,Owner Occupied,,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,,TMBC0299,"Land Fronting Cross Lane East, Partington",,Cross Lane East,Partington,M31,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0300,Recreation Ground rear of Langham Grove,,Fairywell Road,Timperley,WA15,,,,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0301,Fields adj Barton Clough Primary School,,Audley Avenue,Stretford,M32 9TE,WGS84,-2.33497,53.45873,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0302,Former Millbank Primary School Playing Fields,,Wood Lane,Partington,M31 4LT,WGS84,-2.43677,53.41644,Freehold,Other,Land,Land,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,200000341189,TMBC0303/J0000151,ADJ,,,Trafford Park,M17,,,,Freehold,Vacant,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070455063,TMBC0304/J0000179,Hereford St (Leased),,Hereford Street,Sale,M33 7XN,WGS84,-2.32434,53.4239,Freehold,Leasehold In,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,,TMBC0305/J0000165,Thorley Lane - New Build,,Thorley Lane,Timperley,WA15 7BN,WGS84,-2.317822,53.397315,Freehold,Owner Occupied,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070408514,TMBC0306,Chester Road,,,Stretford,M32,,,,Freehold,Vacant,,Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2023-09-29,10070446294,TMBC0307/J0000167,Former Trafford High School (vacant),,,Flixton,M41,,,,Freehold,Vacant,,Land/Buildings,,,
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2022-10-18,10070405053,TMBC0308/J0000180,Gorse Hill Centre PRU - (Incorporated in Gorse Hill Youth Centre),,Cavendish Road,Stretford,M32 0PS,WGS84,-2.29718,53.45622,Freehold,Other,Undocumented Tenancy,Buildings,,,F
